date,station,type,units,unit_size,capacity (MW),EAF %,PCLF %,UCLF %,OCLF %,OUCLF %
2017/12/01,Dedisa,ocgt,9,147,1327,99.61,0,0.37,0.02,0.39
2018/01/01,Dedisa,ocgt,9,147,1327,99.83,0.17,0,0,0
2018/02/01,Dedisa,ocgt,9,147,1327,99.99,0,0,0.01,0.01
2018/03/01,Dedisa,ocgt,9,147,1327,99.91,0,0,0.09,0.09
2018/04/01,Dedisa,ocgt,9,147,1327,98.92,1.08,0,0,0
2018/05/01,Dedisa,ocgt,9,147,1327,99.87,0.13,0,0,0
2018/06/01,Dedisa,ocgt,9,147,1327,99.85,0.13,0.02,0,0.02
2018/07/01,Dedisa,ocgt,9,147,1327,98.24,1.76,0,0,0
2018/08/01,Dedisa,ocgt,9,147,1327,99.43,0.57,0,0,0
2018/09/01,Dedisa,ocgt,9,147,1327,99.69,0.31,0,0,0
2018/10/01,Dedisa,ocgt,9,147,1327,99.86,0,0.1,0.04,0.14
2018/11/01,Dedisa,ocgt,9,147,1327,98.52,1.27,0.1,0.11,0.21
2018/12/01,Dedisa,ocgt,9,147,1327,94.04,0,5.86,0.1,5.96
2019/01/01,Dedisa,ocgt,9,147,1327,99.01,0.31,0.01,0.67,0.68
2019/02/01,Dedisa,ocgt,9,147,1327,98.75,0.18,0.31,0.76,1.07
2019/03/01,Dedisa,ocgt,9,147,1327,99.22,0,0.66,0.12,0.78
2019/04/01,Dedisa,ocgt,9,147,1327,98.97,0.43,0.59,0.01,0.6
2019/05/01,Dedisa,ocgt,9,147,1327,99.29,0.71,0,0,0
2019/06/01,Dedisa,ocgt,9,147,1327,99.73,0.27,0,0,0
2019/07/01,Dedisa,ocgt,9,147,1327,99.37,0.61,0.02,0,0.02
2019/08/01,Dedisa,ocgt,9,147,1327,97.93,0.6,0,1.47,1.47
2019/09/01,Dedisa,ocgt,9,147,1327,95.57,0.84,0.31,3.28,3.59
2019/10/01,Dedisa,ocgt,9,147,1327,99.25,0.13,0.61,0.01,0.62
2019/11/01,Dedisa,ocgt,9,147,1327,99.35,0.6,0,0.05,0.05
2019/12/01,Dedisa,ocgt,9,147,1327,99.47,0.33,0.07,0.13,0.2
2020/01/01,Dedisa,ocgt,9,147,1327,95.32,4.42,0.12,0.14,0.26
2020/02/01,Dedisa,ocgt,9,147,1327,97.08,2.76,0.13,0.03,0.16
2020/03/01,Dedisa,ocgt,9,147,1327,97.32,1.92,0.76,0,0.76
2020/04/01,Dedisa,ocgt,9,147,1327,98.98,1.02,0,0,0
2020/05/01,Dedisa,ocgt,9,147,1327,99.75,0.19,0.06,0,0.06
2020/06/01,Dedisa,ocgt,9,147,1327,97.45,2.55,0,0,0
2020/07/01,Dedisa,ocgt,9,147,1327,97.21,2.39,0.37,0.03,0.4
2020/08/01,Dedisa,ocgt,9,147,1327,99.53,0.37,0.1,0,0.1
2020/09/01,Dedisa,ocgt,9,147,1327,99.59,0.33,0.08,0,0.08
2020/10/01,Dedisa,ocgt,9,147,1327,100,0,0,0,0
2020/11/01,Dedisa,ocgt,9,147,1327,99.69,0.31,0,0,0
2020/12/01,Dedisa,ocgt,9,147,1327,99.48,0.43,0.02,0.07,0.09
2021/01/01,Dedisa,ocgt,9,147,1327,99.19,0.47,0,0.34,0.34
2021/02/01,Dedisa,ocgt,9,147,1327,96.26,0.18,0.08,3.48,3.56
2021/03/01,Dedisa,ocgt,9,147,1327,97.75,0.13,0.07,2.05,2.12
2021/04/01,Dedisa,ocgt,9,147,1327,97.77,0.47,1.72,0.04,1.76
2021/05/01,Dedisa,ocgt,9,147,1327,99.71,0.28,0.01,0,0.01
2021/06/01,Dedisa,ocgt,9,147,1327,99.28,0.52,0.18,0.02,0.2
2021/07/01,Dedisa,ocgt,9,147,1327,99.79,0.17,0.04,0,0.04
2021/08/01,Dedisa,ocgt,9,147,1327,98.22,0.51,0,1.27,1.27
2021/09/01,Dedisa,ocgt,9,147,1327,99.19,0.47,0.34,0,0.34
2021/10/01,Dedisa,ocgt,9,147,1327,99.45,0.3,0.05,0.2,0.25
2021/11/01,Dedisa,ocgt,9,147,1327,99.26,0.53,0.12,0.09,0.21
2021/12/01,Dedisa,ocgt,9,147,1327,99.73,0.25,0,0.02,0.02
2022/01/01,Dedisa,ocgt,9,147,1327,95.31,4.24,0.15,0.3,0.45
2022/02/01,Dedisa,ocgt,9,147,1327,97.38,2.45,0,0.17,0.17
2022/03/01,Dedisa,ocgt,9,147,1327,99.14,0.39,0.34,0.13,0.47
2022/04/01,Dedisa,ocgt,9,147,1327,98.16,1.63,0.18,0.03,0.21
2022/05/01,Dedisa,ocgt,9,147,1327,96.9,3,0.05,0.05,0.1
2022/06/01,Dedisa,ocgt,9,147,1327,95.6,3.75,0.6,0.05,0.65
2022/07/01,Dedisa,ocgt,9,147,1327,95.39,4.61,0,0,0
2017/01/01,Drakensberg,phs,4,250,1000,74.9,25,0,0.1,0.1
2017/02/01,Drakensberg,phs,4,250,1000,74.55,25.35,0.1,0,0.1
2017/03/01,Drakensberg,phs,4,250,1000,74.06,25.73,0.21,0,0.21
2017/04/01,Drakensberg,phs,4,250,1000,75,25,0,0,0
2017/05/01,Drakensberg,phs,4,250,1000,84.67,11.84,0.11,3.38,3.49
2017/06/01,Drakensberg,phs,4,250,1000,99.58,0.31,0.11,0,0.11
2017/07/01,Drakensberg,phs,4,250,1000,99.74,0.26,0,0,0
2017/08/01,Drakensberg,phs,4,250,1000,100,0,0,0,0
2017/09/01,Drakensberg,phs,4,250,1000,99.97,0,0.03,0,0.03
2017/10/01,Drakensberg,phs,4,250,1000,99.64,0,0.36,0,0.36
2017/11/01,Drakensberg,phs,4,250,1000,99.79,0,0,0.21,0.21
2017/12/01,Drakensberg,phs,4,250,1000,86.93,12.71,0,0.36,0.36
2018/01/01,Drakensberg,phs,4,250,1000,74.48,25,0.52,0,0.52
2018/02/01,Drakensberg,phs,4,250,1000,73.9,25.39,0.11,0.6,0.71
2018/03/01,Drakensberg,phs,4,250,1000,74.51,25.37,0,0.12,0.12
2018/04/01,Drakensberg,phs,4,250,1000,68.14,31.31,0,0.55,0.55
2018/05/01,Drakensberg,phs,4,250,1000,49.93,50,0.07,0,0.07
2018/06/01,Drakensberg,phs,4,250,1000,51.99,33.94,3.65,10.42,14.07
2018/07/01,Drakensberg,phs,4,250,1000,54.18,25,0,20.82,20.82
2018/08/01,Drakensberg,phs,4,250,1000,69.92,4.98,0.1,25,25.1
2018/09/01,Drakensberg,phs,4,250,1000,83.41,14.12,0.16,2.31,2.47
2018/10/01,Drakensberg,phs,4,250,1000,99.33,0,0.23,0.44,0.67
2018/11/01,Drakensberg,phs,4,250,1000,99.21,0.75,0.04,0,0.04
2018/12/01,Drakensberg,phs,4,250,1000,98.91,0.55,0.37,0.17,0.54
2019/01/01,Drakensberg,phs,4,250,1000,98.83,0.73,0.32,0.12,0.44
2019/02/01,Drakensberg,phs,4,250,1000,98.82,0.9,0.28,0,0.28
2019/03/01,Drakensberg,phs,4,250,1000,99.6,0,0.11,0.29,0.4
2019/04/01,Drakensberg,phs,4,250,1000,99.01,0,0.69,0.3,0.99
2019/05/01,Drakensberg,phs,4,250,1000,88.64,11.12,0.24,0,0.24
2019/06/01,Drakensberg,phs,4,250,1000,88.59,11.09,0.32,0,0.32
2019/07/01,Drakensberg,phs,4,250,1000,97.91,0.74,0.27,1.08,1.35
2019/08/01,Drakensberg,phs,4,250,1000,99.52,0.48,0,0,0
2019/09/01,Drakensberg,phs,4,250,1000,98.35,0,0.25,1.4,1.65
2019/10/01,Drakensberg,phs,4,250,1000,99.4,0.35,0.25,0,0.25
2019/11/01,Drakensberg,phs,4,250,1000,98.44,1.43,0.13,0,0.13
2019/12/01,Drakensberg,phs,4,250,1000,99.63,0.34,0.03,0,0.03
2020/01/01,Drakensberg,phs,4,250,1000,86.9,11.9,0.39,0.81,1.2
2020/02/01,Drakensberg,phs,4,250,1000,71.9,25.96,2.14,0,2.14
2020/03/01,Drakensberg,phs,4,250,1000,74.3,25.52,0.18,0,0.18
2020/04/01,Drakensberg,phs,4,250,1000,74.26,0.39,0.35,25,25.35
2020/05/01,Drakensberg,phs,4,250,1000,74.93,7.63,0.07,17.37,17.44
2020/06/01,Drakensberg,phs,4,250,1000,63.41,36.35,0,0.24,0.24
2020/07/01,Drakensberg,phs,4,250,1000,49.58,49.79,0.63,0,0.63
2020/08/01,Drakensberg,phs,4,250,1000,69.58,26.12,0.69,3.61,4.3
2020/09/01,Drakensberg,phs,4,250,1000,73.66,25.49,0.8,0.05,0.85
2020/10/01,Drakensberg,phs,4,250,1000,74.05,18.12,0,7.83,7.83
2020/11/01,Drakensberg,phs,4,250,1000,72.38,15.76,0.23,11.63,11.86
2020/12/01,Drakensberg,phs,4,250,1000,74.58,0.42,0,25,25
2021/01/01,Drakensberg,phs,4,250,1000,74.09,0.76,0,25.15,25.15
2021/02/01,Drakensberg,phs,4,250,1000,74.34,0.65,0,25.01,25.01
2021/03/01,Drakensberg,phs,4,250,1000,78.39,0.18,9.69,11.74,21.43
2021/04/01,Drakensberg,phs,4,250,1000,88.15,10.05,1.74,0.06,1.8
2021/05/01,Drakensberg,phs,4,250,1000,74.14,25.34,0.52,0,0.52
2021/06/01,Drakensberg,phs,4,250,1000,99.11,0.81,0.08,0,0.08
2021/07/01,Drakensberg,phs,4,250,1000,99.39,0,0.61,0,0.61
2021/08/01,Drakensberg,phs,4,250,1000,95.85,2.64,1.51,0,1.51
2021/09/01,Drakensberg,phs,4,250,1000,98.42,1.58,0,0,0
2021/10/01,Drakensberg,phs,4,250,1000,99.95,0,0.04,0.01,0.05
2021/11/01,Drakensberg,phs,4,250,1000,63.72,36.2,0.08,0,0.08
2021/12/01,Drakensberg,phs,4,250,1000,49.55,50.45,0,0,0
2022/01/01,Drakensberg,phs,4,250,1000,68.64,30.96,0.4,0,0.4
2022/02/01,Drakensberg,phs,4,250,1000,98.27,1.29,0.44,0,0.44
2022/03/01,Drakensberg,phs,4,250,1000,99.32,0,0.68,0,0.68
2022/04/01,Drakensberg,phs,4,250,1000,98.68,0.54,0.19,0.59,0.78
2022/05/01,Drakensberg,phs,4,250,1000,98.15,0.34,0.97,0.54,1.51
2022/06/01,Drakensberg,phs,4,250,1000,77.38,22.16,0.16,0.3,0.46
2022/07/01,Drakensberg,phs,4,250,1000,75,25,0,0,0
2017/01/01,Duvha,coal,5,690,3450,60.07,10.12,29.51,0.3,29.81
2017/02/01,Duvha,coal,5,690,3450,65.98,0,33.74,0.28,34.02
2017/03/01,Duvha,coal,5,690,3450,64.41,0.77,34.81,0.01,34.82
2017/04/01,Duvha,coal,5,690,3450,67.1,0.76,31.94,0.2,32.14
2017/05/01,Duvha,coal,5,690,3450,64.61,8.23,26.92,0.24,27.16
2017/06/01,Duvha,coal,5,690,3450,62.12,3.79,34.08,0.01,34.09
2017/07/01,Duvha,coal,5,690,3450,73.02,6.4,20.58,0,20.58
2017/08/01,Duvha,coal,5,690,3450,56.29,9.68,33.82,0.21,34.03
2017/09/01,Duvha,coal,5,690,3450,40.41,18,41.55,0.04,41.59
2017/10/01,Duvha,coal,5,690,3450,34.9,19.15,44.26,1.69,45.95
2017/11/01,Duvha,coal,5,690,3450,44.53,16.67,38.77,0.03,38.8
2017/12/01,Duvha,coal,5,575,2875,33.82,21.28,44.78,0.12,44.9
2018/01/01,Duvha,coal,5,575,2875,34.8,22.62,42.57,0.01,42.58
2018/02/01,Duvha,coal,5,575,2875,38.24,24.97,36.71,0.08,36.79
2018/03/01,Duvha,coal,5,575,2875,42.44,17.98,39.58,0,39.58
2018/04/01,Duvha,coal,5,575,2875,45.43,0.01,54.55,0.01,54.56
2018/05/01,Duvha,coal,5,575,2875,52.48,6.5,41.01,0.01,41.02
2018/06/01,Duvha,coal,5,575,2875,61.24,5.36,32.68,0.72,33.4
2018/07/01,Duvha,coal,5,575,2875,52.76,4.55,42.44,0.25,42.69
2018/08/01,Duvha,coal,5,575,2875,39.73,11.96,48.3,0.01,48.31
2018/09/01,Duvha,coal,5,575,2875,38.5,21.42,39.65,0.43,40.08
2018/10/01,Duvha,coal,5,575,2875,46.63,22.87,30.12,0.38,30.5
2018/11/01,Duvha,coal,5,575,2875,49.8,20.31,29.57,0.32,29.89
2018/12/01,Duvha,coal,5,575,2875,39.1,21.31,39.55,0.04,39.59
2019/01/01,Duvha,coal,5,575,2875,39.1,25.47,35.43,0,35.43
2019/02/01,Duvha,coal,5,575,2875,46.86,22.68,30.45,0.01,30.46
2019/03/01,Duvha,coal,5,575,2875,54.69,25.24,20.04,0.03,20.07
2019/04/01,Duvha,coal,5,575,2875,50.09,25.58,24.31,0.02,24.33
2019/05/01,Duvha,coal,5,575,2875,48.23,8.28,43.49,0,43.49
2019/06/01,Duvha,coal,5,575,2875,40.18,0,59.82,0,59.82
2019/07/01,Duvha,coal,5,575,2875,54.62,1.84,43.54,0,43.54
2019/08/01,Duvha,coal,5,575,2875,41.28,2.38,56.31,0.03,56.34
2019/09/01,Duvha,coal,5,575,2875,48.63,6.3,45.07,0,45.07
2019/10/01,Duvha,coal,5,575,2875,48.45,0,51.47,0.08,51.55
2019/11/01,Duvha,coal,5,575,2875,42.82,9.25,47.93,0,47.93
2019/12/01,Duvha,coal,5,575,2875,36.7,16.13,47.07,0.1,47.17
2020/01/01,Duvha,coal,5,575,2875,39.27,0,59.94,0.79,60.73
2020/02/01,Duvha,coal,5,575,2875,44.04,3.14,51.32,1.5,52.82
2020/03/01,Duvha,coal,5,575,2875,41.13,22.08,36.76,0.03,36.79
2020/04/01,Duvha,coal,5,575,2875,47.83,16.66,35.51,0,35.51
2020/05/01,Duvha,coal,5,575,2875,64.54,4.3,31.02,0.14,31.16
2020/06/01,Duvha,coal,5,575,2875,41.42,4.44,54.14,0,54.14
2020/07/01,Duvha,coal,5,575,2875,68.03,0.32,31.5,0.15,31.65
2020/08/01,Duvha,coal,5,575,2875,49.89,0,49.95,0.16,50.11
2020/09/01,Duvha,coal,5,575,2875,59.64,1.37,38.77,0.22,38.99
2020/10/01,Duvha,coal,5,575,2875,58.57,9.27,31.54,0.62,32.16
2020/11/01,Duvha,coal,5,575,2875,54.98,22.61,21.91,0.5,22.41
2020/12/01,Duvha,coal,5,575,2875,36.88,40.54,22.45,0.13,22.58
2021/01/01,Duvha,coal,5,575,2875,28.55,41.4,29.92,0.13,30.05
2021/02/01,Duvha,coal,5,575,2875,31.43,14.03,54.45,0.09,54.54
2021/03/01,Duvha,coal,5,575,2875,36.04,1.92,62.04,0,62.04
2021/04/01,Duvha,coal,5,575,2875,39.88,3.44,56.68,0,56.68
2021/05/01,Duvha,coal,5,575,2875,52.5,0,47.5,0,47.5
2021/06/01,Duvha,coal,5,575,2875,46.75,7.34,45.91,0,45.91
2021/07/01,Duvha,coal,5,575,2875,45.55,26.52,27.93,0,27.93
2021/08/01,Duvha,coal,5,575,2875,44.65,22.75,32.6,0,32.6
2021/09/01,Duvha,coal,5,575,2875,50.4,32.12,17.48,0,17.48
2021/10/01,Duvha,coal,5,575,2875,39.55,32.93,27.49,0.03,27.52
2021/11/01,Duvha,coal,5,575,2875,41.53,22.38,36.07,0.02,36.09
2021/12/01,Duvha,coal,5,575,2875,46.28,11,42.6,0.12,42.72
2022/01/01,Duvha,coal,5,575,2875,42.13,16.11,41.76,0,41.76
2022/02/01,Duvha,coal,5,575,2875,25.31,22.34,52.35,0,52.35
2022/03/01,Duvha,coal,5,575,2875,31.79,20,48.21,0,48.21
2022/04/01,Duvha,coal,5,575,2875,40.23,4.05,55.71,0.01,55.72
2022/05/01,Duvha,coal,5,575,2875,52.34,0.03,47.53,0.1,47.63
2022/06/01,Duvha,coal,5,575,2875,45.71,6.19,40.22,7.88,48.1
2022/07/01,Duvha,coal,5,575,2875,46.6,3.71,49.21,0.48,49.69
2017/01/01,Gariep,hydro,4,90,360,100,0,0,0,0
2017/02/01,Gariep,hydro,4,90,360,100,0,0,0,0
2017/03/01,Gariep,hydro,4,90,360,99.68,0,0.32,0,0.32
2017/04/01,Gariep,hydro,4,90,360,99.28,0,0,0.72,0.72
2017/05/01,Gariep,hydro,4,90,360,99.27,0,0.21,0.52,0.73
2017/06/01,Gariep,hydro,4,90,360,100,0,0,0,0
2017/07/01,Gariep,hydro,4,90,360,98.94,1.05,0.01,0,0.01
2017/08/01,Gariep,hydro,4,90,360,99.42,0,0.58,0,0.58
2017/09/01,Gariep,hydro,4,90,360,100,0,0,0,0
2017/10/01,Gariep,hydro,4,90,360,98.9,1.1,0,0,0
2017/11/01,Gariep,hydro,4,90,360,97.06,1.06,0,1.88,1.88
2017/12/01,Gariep,hydro,4,90,360,98.93,0,0,1.07,1.07
2018/01/01,Gariep,hydro,4,90,360,99.89,0,0.11,0,0.11
2018/02/01,Gariep,hydro,4,90,360,94.11,5.89,0,0,0
2018/03/01,Gariep,hydro,4,90,360,99.43,0.39,0.18,0,0.18
2018/04/01,Gariep,hydro,4,90,360,98.21,0,0,1.79,1.79
2018/05/01,Gariep,hydro,4,90,360,99.6,0,0.03,0.37,0.4
2018/06/01,Gariep,hydro,4,90,360,99.82,0.18,0,0,0
2018/07/01,Gariep,hydro,4,90,360,99.33,0,0,0.67,0.67
2018/08/01,Gariep,hydro,4,90,360,96.31,3.69,0,0,0
2018/09/01,Gariep,hydro,4,90,360,88.19,11.38,0,0.43,0.43
2018/10/01,Gariep,hydro,4,90,360,82.77,17.23,0,0,0
2018/11/01,Gariep,hydro,4,90,360,75,25,0,0,0
2018/12/01,Gariep,hydro,4,90,360,95.56,4.44,0,0,0
2019/01/01,Gariep,hydro,4,90,360,100,0,0,0,0
2019/02/01,Gariep,hydro,4,90,360,100,0,0,0,0
2019/03/01,Gariep,hydro,4,90,360,99.05,0,0.24,0.71,0.95
2019/04/01,Gariep,hydro,4,90,360,99.58,0,0,0.42,0.42
2019/05/01,Gariep,hydro,4,90,360,98.96,0.27,0.77,0,0.77
2019/06/01,Gariep,hydro,4,90,360,99.52,0,0.48,0,0.48
2019/07/01,Gariep,hydro,4,90,360,100,0,0,0,0
2019/08/01,Gariep,hydro,4,90,360,99.83,0,0.17,0,0.17
2019/09/01,Gariep,hydro,4,90,360,99.93,0,0.07,0,0.07
2019/10/01,Gariep,hydro,4,90,360,100,0,0,0,0
2019/11/01,Gariep,hydro,4,90,360,90.91,0,0.34,8.75,9.09
2019/12/01,Gariep,hydro,4,90,360,98.86,0.95,0,0.19,0.19
2020/01/01,Gariep,hydro,4,90,360,92.14,0,0,7.86,7.86
2020/02/01,Gariep,hydro,4,90,360,99.81,0,0,0.19,0.19
2020/03/01,Gariep,hydro,4,90,360,99.95,0,0.05,0,0.05
2020/04/01,Gariep,hydro,4,90,360,100,0,0,0,0
2020/05/01,Gariep,hydro,4,90,360,99.02,0,0,0.98,0.98
2020/06/01,Gariep,hydro,4,90,360,99.53,0,0,0.47,0.47
2020/07/01,Gariep,hydro,4,90,360,99.15,0,0.85,0,0.85
2020/08/01,Gariep,hydro,4,90,360,93.41,0,0,6.59,6.59
2020/09/01,Gariep,hydro,4,90,360,100,0,0,0,0
2020/10/01,Gariep,hydro,4,90,360,98.48,0,1.52,0,1.52
2020/11/01,Gariep,hydro,4,90,360,99.86,0,0,0.14,0.14
2020/12/01,Gariep,hydro,4,90,360,95.86,0,0,4.14,4.14
2021/01/01,Gariep,hydro,4,90,360,99.77,0,0.23,0,0.23
2021/02/01,Gariep,hydro,4,90,360,100,0,0,0,0
2021/03/01,Gariep,hydro,4,90,360,94.43,0,5.39,0.18,5.57
2021/04/01,Gariep,hydro,4,90,360,99.47,0,0,0.53,0.53
2021/05/01,Gariep,hydro,4,90,360,96.47,3.53,0,0,0
2021/06/01,Gariep,hydro,4,90,360,91.89,8.03,0.08,0,0.08
2021/07/01,Gariep,hydro,4,90,360,78.29,21.07,0.64,0,0.64
2021/08/01,Gariep,hydro,4,90,360,81.59,18.22,0.19,0,0.19
2021/09/01,Gariep,hydro,4,90,360,97.9,1.38,0.72,0,0.72
2021/10/01,Gariep,hydro,4,90,360,78.48,20.75,0.77,0,0.77
2021/11/01,Gariep,hydro,4,90,360,100,0,0,0,0
2021/12/01,Gariep,hydro,4,90,360,99.83,0,0.02,0.15,0.17
2022/01/01,Gariep,hydro,4,90,360,98.84,0,0,1.16,1.16
2022/02/01,Gariep,hydro,4,90,360,90.51,0,0.7,8.79,9.49
2022/03/01,Gariep,hydro,4,90,360,100,0,0,0,0
2022/04/01,Gariep,hydro,4,90,360,100,0,0,0,0
2022/05/01,Gariep,hydro,4,90,360,94.59,0,0.08,5.33,5.41
2022/06/01,Gariep,hydro,4,90,360,81.21,0,0.29,18.5,18.79
2022/07/01,Gariep,hydro,4,90,360,96.3,0,2.79,0.91,3.7
2017/01/01,Generation Total,total,,,42710,77.4,12.56,9.37,0.67,10.04
2017/02/01,Generation Total,total,,,42710,75.85,14.66,8.74,0.75,9.49
2017/03/01,Generation Total,total,,,42710,78.67,11.65,8.61,1.07,9.68
2017/04/01,Generation Total,total,,,42710,81.17,10.14,7.61,1.08,8.69
2017/05/01,Generation Total,total,,,42710,81.91,7.73,9.63,0.73,10.36
2017/06/01,Generation Total,total,,,42525,83.63,6.34,9.63,0.4,10.03
2017/07/01,Generation Total,total,,,42856,86.07,7.58,5.89,0.46,6.35
2017/08/01,Generation Total,total,,,42856,82.27,8.15,8.72,0.86,9.58
2017/09/01,Generation Total,total,,,43518,77.67,9.79,11.64,0.9,12.54
2017/10/01,Generation Total,total,,,43518,79.3,8.08,11.52,1.1,12.62
2017/11/01,Generation Total,total,,,43518,75.61,10.96,12.74,0.69,13.43
2017/12/01,Generation Total,total,,,42943,70.53,13.65,13.22,2.6,15.82
2018/01/01,Generation Total,total,,,42973,69.66,15.34,11.81,3.19,15
2018/02/01,Generation Total,total,,,43304,70.2,14.45,12.71,2.64,15.35
2018/03/01,Generation Total,total,,,43304,69.56,11.07,16.55,2.82,19.37
2018/04/01,Generation Total,total,,,42389,73.93,9.19,16.05,0.83,16.88
2018/05/01,Generation Total,total,,,43106,76.08,8.79,14.4,0.73,15.13
2018/06/01,Generation Total,total,,,43106,76.14,7.17,14.23,2.46,16.69
2018/07/01,Generation Total,total,,,43106,77.96,5.35,15.07,1.62,16.69
2018/08/01,Generation Total,total,,,42992,73.65,7.35,15.77,3.23,19
2018/09/01,Generation Total,total,,,43537,72.23,9.84,15.8,2.13,17.93
2018/10/01,Generation Total,total,,,43352,69.38,12.38,16.92,1.32,18.24
2018/11/01,Generation Total,total,,,43352,66.61,11.51,20.88,1,21.88
2018/12/01,Generation Total,total,,,44072,63.78,14.23,20.53,1.46,21.99
2019/01/01,Generation Total,total,,,44072,64.78,12.92,20.65,1.65,22.3
2019/02/01,Generation Total,total,,,44072,62.68,11.75,24.06,1.51,25.57
2019/03/01,Generation Total,total,,,44072,62.37,11.47,25.28,0.88,26.16
2019/04/01,Generation Total,total,,,44104,67.74,12.29,18.66,1.31,19.97
2019/05/01,Generation Total,total,,,44104,71.4,9.41,17.86,1.33,19.19
2019/06/01,Generation Total,total,,,43691,71.38,5.61,21.83,1.18,23.01
2019/07/01,Generation Total,total,,,43691,71.53,5.48,21.72,1.27,22.99
2019/08/01,Generation Total,total,,,43691,69.45,9.64,19.49,1.42,20.91
2019/09/01,Generation Total,total,,,43577,67.86,10.75,19.36,2.03,21.39
2019/10/01,Generation Total,total,,,43577,67.57,8.53,22.12,1.78,23.9
2019/11/01,Generation Total,total,,,43577,65.76,10.45,21.96,1.83,23.79
2019/12/01,Generation Total,total,,,43577,59.57,9.92,28.15,2.36,30.51
2020/01/01,Generation Total,total,,,43577,60.62,8.03,29.43,1.92,31.35
2020/02/01,Generation Total,total,,,43577,62.89,8.41,27.57,1.13,28.7
2020/03/01,Generation Total,total,,,43577,63.76,8.53,26.35,1.36,27.71
2020/04/01,Generation Total,total,,,43577,64.67,15.48,17.5,2.35,19.85
2020/05/01,Generation Total,total,,,43577,70.59,6.67,18.04,4.7,22.74
2020/06/01,Generation Total,total,,,43486,71.93,4.59,19.28,4.2,23.48
2020/07/01,Generation Total,total,,,43486,68.7,7.34,19.68,4.28,23.96
2020/08/01,Generation Total,total,,,44206,66.22,11.25,18.55,3.98,22.53
2020/09/01,Generation Total,total,,,44206,65.07,14.16,18.75,2.02,20.77
2020/10/01,Generation Total,total,,,44206,64.81,13.86,19.56,1.77,21.33
2020/11/01,Generation Total,total,,,44206,63.51,15.71,17.51,3.27,20.78
2020/12/01,Generation Total,total,,,44926,58.41,17.86,19.86,3.87,23.73
2021/01/01,Generation Total,total,,,44926,57.48,13.43,25.11,3.98,29.09
2021/02/01,Generation Total,total,,,44926,58.91,12.48,24.28,4.33,28.61
2021/03/01,Generation Total,total,,,44926,60.37,13.98,22.27,3.38,25.65
2021/04/01,Generation Total,total,,,44931,63.65,11.06,22.81,2.48,25.29
2021/05/01,Generation Total,total,,,44898,64.27,6.53,25.71,3.49,29.2
2021/06/01,Generation Total,total,,,44889,66.8,5.63,25.41,2.16,27.57
2021/07/01,Generation Total,total,,,44889,67.32,7.84,22.32,2.52,24.84
2021/08/01,Generation Total,total,,,44889,66.22,10.5,20.83,2.45,23.28
2021/09/01,Generation Total,total,,,44883,63.3,11.8,21.7,3.2,24.9
2021/10/01,Generation Total,total,,,44883,57.8,12.32,27.05,2.83,29.88
2021/11/01,Generation Total,total,,,45603,58.42,11.39,27.42,2.77,30.19
2021/12/01,Generation Total,total,,,45603,58.37,11.08,28.49,2.06,30.55
2022/01/01,Generation Total,total,,,45603,59.42,11.41,27.33,1.84,29.17
2022/02/01,Generation Total,total,,,45603,59.46,11.74,27.22,1.58,28.8
2022/03/01,Generation Total,total,,,45603,59.35,11.51,27.77,1.37,29.14
2022/04/01,Generation Total,total,,,46077,57.3,11.7,29.64,1.36,31
2022/05/01,Generation Total,total,,,46077,59.68,6.84,32.54,0.94,33.48
2022/06/01,Generation Total,total,,,46077,60.33,7.14,29.38,3.15,32.53
2022/07/01,Generation Total,total,,,46077,58.52,7.75,31.63,2.1,33.73
2017/01/01,Gourikwa,ocgt,5,148,740,89.16,10.41,0.43,0,0.43
2017/02/01,Gourikwa,ocgt,5,148,740,85.85,14.15,0,0,0
2017/03/01,Gourikwa,ocgt,5,148,740,83.23,16.77,0,0,0
2017/04/01,Gourikwa,ocgt,5,148,740,96.81,3.19,0,0,0
2017/05/01,Gourikwa,ocgt,5,148,740,81.47,18.53,0,0,0
2017/06/01,Gourikwa,ocgt,5,148,740,94.03,5.64,0.33,0,0.33
2017/07/01,Gourikwa,ocgt,5,148,740,80,20,0,0,0
2017/08/01,Gourikwa,ocgt,5,148,740,98.81,1.02,0.17,0,0.17
2017/09/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2017/10/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2017/11/01,Gourikwa,ocgt,5,148,740,98.31,1.62,0.07,0,0.07
2017/12/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2018/01/01,Gourikwa,ocgt,5,148,740,99.58,0.3,0.12,0,0.12
2018/02/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2018/03/01,Gourikwa,ocgt,5,148,740,98.62,1.08,0.22,0.08,0.3
2018/04/01,Gourikwa,ocgt,5,148,740,99.67,0.33,0,0,0
2018/05/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2018/06/01,Gourikwa,ocgt,5,148,740,99.26,0.59,0.15,0,0.15
2018/07/01,Gourikwa,ocgt,5,148,740,99.31,0.69,0,0,0
2018/08/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2018/09/01,Gourikwa,ocgt,5,148,740,100,0,0,0,0
2018/10/01,Gourikwa,ocgt,5,148,740,98.3,1.45,0.19,0.06,0.25
